StuduentID;ModuleCode;AcYear;Mark;Grade;Age;Gender;Status;CourseCode;Course Name;Level of Study;;;Row Labels;Count of Attendance(Status);Percentage
00001045;CAM1022-N;2018/9;63;B;22;M;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00001198;GAV2021-N;2018/9;78;A;22;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001199;GAV2021-N;2018/9;90;A;20;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001201;CIS2016-N;2018/9;37;F;22;M;ABS;HIFBS;BSc (Hons) Health Informatics;BS;;;;;
00001202;GAV2017-N;2018/9;47;D;48;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001202;GAV2029-N;2018/9;63;B;48;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001203;CAM1016-N;2018/9;66;B;20;F;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001205;MFP2006-N;2018/9;63;B;63;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001210;GAV2021-N;2018/9;90;A;24;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001156;CIS2017-N;2018/9;60;B;22;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001157;FAE2016-N;2018/9;71;A;18;M;PROJ;FASNG;BA (Hons) Fine Art;BA;;;;;
00001160;EDU1171-N;2018/9;0;WD;19;F;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00001188;GAV1003-N;2018/9;0;WD;20;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001188;GAV1009-N;2018/9;0;WD;20;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001190;GAV2027-N;2018/9;80;A;21;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001191;GAV2007-N;2018/9;77;A;19;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001192;GAV2027-N;2018/9;86;A;68;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001195;GAV1003-N;2018/9;62;B;19;F;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001197;CIS2014-N;2018/9;63;B;19;F;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001255;CIS2017-N;2018/9;62;B;18;F;PDG;HIFBS;BSc (Hons) Health Informatics;BS;;;;;
00001256;GAV2003-N;2018/9;33;F;19;F;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001257;GAV2007-N;2018/9;72;A;22;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001258;GAV2027-N;2018/9;92;A;38;F;ABS;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001259;GAV2007-N;2018/9;60;B;18;F;PDG;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001260;CAM1009-N;2018/9;78;A;22;F;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001261;GAV1009-N;2018/9;57;C;46;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001261;GAV1013-N;2018/9;64;B;46;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001262;CIS2017-N;2018/9;83;A;47;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001265;CIS1018-N;2018/9;26;F;21;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001296;GAV2016-N;2018/9;57;C;18;F;P;CGPPRD;MComp (Hons) Computer Games Programming;MC;;;;;
00001297;GAV2016-N;2018/9;65;B;22;F;P;CGPPRD;MComp (Hons) Computer Games Programming;MC;;;;;
00001298;GAV2016-N;2018/9;60;B;20;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001206;GAV1009-N;2018/9;40;D;19;F;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001206;GAV1013-N;2018/9;58;C;19;F;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001207;GAV2007-N;2018/9;74;A;19;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001209;FAE2016-N;2018/9;60;B;20;M;ABS;FASNG;BA (Hons) Fine Art;BA;;;;;
00001210;GAV2027-N;2018/9;44;D;24;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001211;GAV2027-N;2018/9;68;B;59;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001215;GAV2027-N;2018/9;70;A;20;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001216;GAV2027-N;2018/9;60;B;20;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001310;GAV2027-N;2018/9;0;F;22;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001313;CIS2017-N;2018/9;65;B;57;F;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00001314;CIS1018-N;2018/9;15;F;61;M;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001317;GAV2027-N;2018/9;65;B;18;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001318;CIS1018-N;2018/9;44;D;19;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001320;GAV2027-N;2018/9;15;F;58;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001321;GAV2027-N;2018/9;68;B;20;M;ABS;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001322;GAV2016-N;2018/9;46;D;18;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001324;CAM2039-N;2018/9;62;B;41;F;P;OABA;BA (Hons) Performing Arts;BA;;;;;
00001325;GAV2007-N;2018/9;68;B;50;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001326;GAV2027-N;2018/9;0;F;19;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001327;CIS0003-N;2018/9;0;F;21;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001327;CIS0005-N;2018/9;0;F;21;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001328;CIS1018-N;2018/9;77;A;21;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001329;GAV0001-N;2018/9;0;F;20;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001330;GAV2027-N;2018/9;76;A;19;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001332;CIS2017-N;2018/9;52;C;21;M;ABS;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00001333;CIS1018-N;2018/9;57;C;22;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001334;CIS0003-N;2018/9;0;F;46;M;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001334;CIS0005-N;2018/9;0;F;46;M;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001337;CIS2017-N;2018/9;70;A;67;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001338;CIS2014-N;2018/9;60;B;22;M;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000613;GAV3009-N;2018/9;67;B;19;M;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000613;GAV3020-N;2018/9;64;B;19;M;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000614;GAV3020-N;2018/9;52;C;22;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000924;DES3095-N;2018/9;68;B;19;M;ABS;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000925;MFP2005-N;2018/9;74;A;19;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00000925;MFP2008-N;2018/9;57;C;19;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00000935;VIS3108-N;2018/9;76;A;18;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00000941;GAV2004-N;2018/9;0;F;21;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000941;GAV2005-N;2018/9;47;D;21;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000942;GAV3009-N;2018/9;53;C;19;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000942;GAV3020-N;2018/9;77;A;19;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000945;CIS2018-N;2018/9;58;C;40;M;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000945;CIS2026-N;2018/9;65;B;40;M;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000948;CIS1010-N;2018/9;77;A;19;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000961;MFP2005-N;2018/9;77;A;18;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00000961;MFP2008-N;2018/9;75;A;18;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00000964;MFP2005-N;2018/9;78;A;21;F;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00000964;MFP2008-N;2018/9;75;A;21;F;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001000;GAV2025-N;2018/9;58;C;18;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001001;MFP2005-N;2018/9;78;A;40;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001001;MFP2008-N;2018/9;68;B;40;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001002;GAV2025-N;2018/9;40;D;22;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001004;GAV2025-N;2018/9;50;C;19;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001108;GAV2028-N;2018/9;56;C;48;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001109;GAV2008-N;2018/9;40;D;20;F;P;AVBA;BA (Hons) Computer Animation;BA;;;;;
00001113;CIS2001-N;2018/9;24;F;22;F;ABS;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00001113;CIS2021-N;2018/9;67;B;22;F;ABS;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00001114;CIS0002-N;2018/9;40;D;21;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001119;CIS2001-N;2018/9;35;F;53;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001119;CIS2021-N;2018/9;64;B;53;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001122;GAV0003-N;2018/9;82;A;65;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001126;DES2187-N;2018/9;77;A;18;F;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00001127;GAV2011-N;2018/9;66;B;20;M;ABS;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00001128;GAV2028-N;2018/9;70;A;18;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001130;GAV2028-N;2018/9;75;A;18;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001132;DES2187-N;2018/9;0;F;22;M;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00001133;DES2187-N;2018/9;80;A;27;F;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00001152;GAV2011-N;2018/9;70;A;19;M;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001155;GAV2008-N;2018/9;90;A;21;M;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001156;CIS2001-N;2018/9;65;B;22;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001156;CIS2021-N;2018/9;51;C;22;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001157;FAE2014-N;2018/9;61;B;18;M;PROJ;FASNG;BA (Hons) Fine Art;BA;;;;;
00001158;GAV2008-N;2018/9;70;A;19;M;P;AVBA;BA (Hons) Computer Animation;BA;;;;;
00001159;GAV2008-N;2018/9;32;F;44;M;P;AVBA;BA (Hons) Computer Animation;BA;;;;;
00001190;GAV2011-N;2018/9;70;A;21;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001191;GAV2028-N;2018/9;78;A;19;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001192;GAV2011-N;2018/9;68;B;68;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001193;VIS3110-N;2018/9;70;A;61;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001096;GAV0003-N;2018/9;0;WD;19;M;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001097;GAV2028-N;2018/9;52;C;21;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001139;CIS2001-N;2018/9;56;C;20;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001139;CIS2021-N;2018/9;40;D;20;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001143;GAV2011-N;2018/9;64;B;21;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001144;DES2187-N;2018/9;68;B;21;M;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00001146;GAV2011-N;2018/9;11;F;21;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001147;GAV2015-N;2018/9;70;A;22;M;P;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00001149;GAV2028-N;2018/9;77;A;64;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001150;GAV2011-N;2018/9;62;B;52;F;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001176;GAV2028-N;2018/9;0;WS;19;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001177;FAE2014-N;2018/9;68;B;69;F;PROJ;FASNG;BA (Hons) Fine Art;BA;;;;;
00001178;GAV2028-N;2018/9;60;B;21;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001180;GAV2028-N;2018/9;71;A;21;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001181;GAV2028-N;2018/9;72;A;19;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001182;GAV2011-N;2018/9;66;B;19;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001184;CIS2019-N;2018/9;26;F;19;F;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001185;GAV2011-N;2018/9;65;B;20;F;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001186;GAV2011-N;2018/9;61;B;44;M;ABS;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001240;GAV2028-N;2018/9;53;C;19;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001242;GAV2008-N;2018/9;50;C;20;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001240;GAV2007-N;2018/9;51;C;19;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001242;GAV2003-N;2018/9;54;C;20;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001243;GAV2003-N;2018/9;40;D;18;F;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001244;GAV2027-N;2018/9;54;C;57;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001245;GAV1003-N;2018/9;0;F;20;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001246;DES1219-N;2018/9;64;B;62;M;ABS;FASNG;BA (Hons) Fine Art;BA;;;;;
00001248;GAV1003-N;2018/9;0;WD;20;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001248;GAV1009-N;2018/9;0;WD;20;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001250;FAE2016-N;2018/9;50;C;19;M;PRM;FASNG;BA (Hons) Fine Art;BA;;;;;
00001253;CIS2014-N;2018/9;54;C;19;F;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001254;CIS1018-N;2018/9;67;B;20;F;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00001284;GAV0004-N;2018/9;0;F;22;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001284;GAV0005-N;2018/9;0;F;22;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001285;CIS2014-N;2018/9;0;F;20;F;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001286;CAM1031-N;2018/9;71;A;19;M;P;CGNBA;BA (Hons) Comics and Graphic Novels;BA;;;;;
00001287;GAV2007-N;2018/9;58;C;22;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001288;GAV2016-N;2018/9;55;C;18;M;P;CGPPRD;MComp (Hons) Computer Games Programming;MC;;;;;
00001289;GAV1009-N;2018/9;54;C;21;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001289;GAV1013-N;2018/9;65;B;21;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00001290;CIS2014-N;2018/9;81;A;20;F;P;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00001291;CAM1008-N;2018/9;0;WD;20;F;ABS;BMPSNG;BA (Hons) Broadcast Media Production;BA;;;;;
00001291;CAM1009-N;2018/9;0;WD;20;F;ABS;BMPSNG;BA (Hons) Broadcast Media Production;BA;;;;;
00001294;MFP2026-N;2018/9;70;A;46;M;P;SPJBA;BA (Hons) Sport Journalism;BA;;;;;
00001295;GAV2007-N;2018/9;0;F;44;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001355;GAV2027-N;2018/9;44;D;20;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001150;GAV2021-N;2018/9;81;A;52;F;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001182;GAV2021-N;2018/9;71;A;19;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001183;GAV2017-N;2018/9;71;A;18;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001183;GAV2029-N;2018/9;60;B;18;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001184;CIS2016-N;2018/9;40;D;19;F;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001185;GAV2021-N;2018/9;76;A;20;F;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001186;GAV2021-N;2018/9;70;A;44;M;ABS;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001187;MFP2006-N;2018/9;80;A;20;M;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001241;GAV1002-N;2018/9;46;D;65;M;AA;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001241;GAV1004-N;2018/9;42;D;65;M;AA;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001244;GAV2021-N;2018/9;70;A;57;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001246;DES1210-N;2018/9;48;D;62;M;ABS;FASNG;BA (Hons) Fine Art;BA;;;;;
00001249;GAV2017-N;2018/9;86;A;21;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001249;GAV2029-N;2018/9;82;A;21;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001251;COM3042-N;2018/9;31;DA;19;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001252;GAV2022-N;2018/9;70;A;18;F;ABS;AVBA;BA (Hons) Computer Animation;BA;;;;;
00001292;GAV1002-N;2018/9;30;F;20;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001292;GAV1004-N;2018/9;0;F;20;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001293;GAV2017-N;2018/9;57;C;40;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001293;GAV2029-N;2018/9;50;C;40;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001294;MFP2027-N;2018/9;60;B;46;M;P;SPJBA;BA (Hons) Sport Journalism;BA;;;;;
00001294;MFP2028-N;2018/9;65;B;46;M;P;SPJBA;BA (Hons) Sport Journalism;BA;;;;;
00001355;GAV2021-N;2018/9;53;C;20;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001360;MFP2006-N;2018/9;58;C;19;F;AA;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001361;MFP2006-N;2018/9;78;A;20;F;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001362;MFP2006-N;2018/9;66;B;21;M;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001365;GAV2010-N;2018/9;53;C;20;F;P;VIEIMO;MComp (Hons) Visual Effects;MC;;;;;
00001365;GAV2038-N;2018/9;55;C;20;F;P;VIEIMO;MComp (Hons) Visual Effects;MC;;;;;
00001366;GAV2017-N;2018/9;28;F;20;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001366;GAV2029-N;2018/9;55;C;20;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001367;GAV1004-N;2018/9;20;F;19;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001367;GAV1030-N;2018/9;8;F;19;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001369;GAV2021-N;2018/9;82;A;21;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001371;GAV2002-N;2018/9;71;A;61;M;P;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00001371;GAV2021-N;2018/9;78;A;61;M;P;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00001373;MFP2006-N;2018/9;0;F;18;F;P;BMPSNG;BA (Hons) Broadcast Media Production;BA;;;;;
00001374;GAV1002-N;2018/9;62;B;18;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001374;GAV1004-N;2018/9;50;C;18;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001375;GAV2017-N;2018/9;80;A;19;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001375;GAV2029-N;2018/9;82;A;19;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00001377;MFP2006-N;2018/9;83;A;18;M;ABS;BMPSNG;BA (Hons) Broadcast Media Production;BA;;;;;
00001378;MFP2006-N;2018/9;71;A;18;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001379;CIS1013-N;2018/9;45;D;37;F;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001380;GAV2021-N;2018/9;0;WS;21;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001381;GAV1004-N;2018/9;53;C;57;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001381;GAV1030-N;2018/9;60;B;57;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00001383;CIS1013-N;2018/9;48;D;41;M;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001384;GAV2021-N;2018/9;42;D;20;M;P;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001386;GAV2021-N;2018/9;48;D;19;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001387;GAV2010-N;2018/9;48;D;23;M;P;VIWBA;BA (Hons) Visual Effects;BA;;;;;
00001387;GAV2038-N;2018/9;53;C;23;M;P;VIWBA;BA (Hons) Visual Effects;BA;;;;;
00001388;MFP2006-N;2018/9;60;B;19;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00001022;CIS2001-N;2018/9;48;D;19;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001022;CIS2021-N;2018/9;43;D;19;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001023;CIS2001-N;2018/9;65;B;18;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001023;CIS2021-N;2018/9;81;A;18;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001038;FAE2014-N;2018/9;0;F;19;M;ABS;FASNG;BA (Hons) Fine Art;BA;;;;;
00001199;GAV2011-N;2018/9;73;A;20;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001200;CIS2001-N;2018/9;72;A;22;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001200;CIS2021-N;2018/9;74;A;22;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001207;GAV2028-N;2018/9;75;A;19;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001208;DES2187-N;2018/9;80;A;18;F;AA;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00001209;FAE2014-N;2018/9;70;A;20;M;ABS;FASNG;BA (Hons) Fine Art;BA;;;;;
00001210;GAV2011-N;2018/9;64;B;24;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001211;GAV2011-N;2018/9;62;B;59;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001215;GAV2011-N;2018/9;65;B;20;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001216;GAV2011-N;2018/9;61;B;20;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001310;GAV2011-N;2018/9;55;C;22;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001311;DES2187-N;2018/9;76;A;18;F;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00001312;DES2187-N;2018/9;68;B;18;M;ABS;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00001317;GAV2011-N;2018/9;72;A;18;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001320;GAV2011-N;2018/9;68;B;58;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001321;GAV2011-N;2018/9;68;B;20;M;ABS;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00001324;CAM2040-N;2018/9;43;D;41;F;P;OABA;BA (Hons) Performing Arts;BA;;;;;
00001325;GAV2028-N;2018/9;64;B;50;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00001326;GAV2011-N;2018/9;65;B;19;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001327;CIS0002-N;2018/9;70;A;21;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001330;GAV2011-N;2018/9;60;B;19;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00001332;CIS2001-N;2018/9;43;D;21;M;ABS;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00001332;CIS2021-N;2018/9;44;D;21;M;ABS;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00001334;CIS0002-N;2018/9;0;F;46;M;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00001337;CIS2001-N;2018/9;70;A;67;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00001337;CIS2021-N;2018/9;61;B;67;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000883;COM3046-N;2018/9;70;A;45;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000883;GAV3020-N;2018/9;60;B;45;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000976;MFP2005-N;2018/9;70;A;19;M;P;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
